Kun  Ming,00000,deposit ,2017-11-29 04:02:31.427,1511949876075
Gui  Ling,33333,deposit ,2017-11-29 04:02:31.436,1511949876075
Nan  Jing,22222,inquiry ,2017-11-29 04:02:31.444,1511949876075
Shang Hai,11111,deposit ,2017-11-29 04:02:31.452,1511949876075
Hang Zhou,00000,withdraw,2017-11-29 04:02:31.460,1511949876075
Kun  Ming,33333,inquiry ,2017-11-29 04:02:31.472,1511949876075
Gui  Ling,22222,deposit ,2017-11-29 04:02:31.486,1511949876075
Nan  Jing,11111,deposit ,2017-11-29 04:02:31.497,1511949876075
Shang Hai,00000,inquiry ,2017-11-29 04:02:31.506,1511949876076
Hang Zhou,33333,deposit ,2017-11-29 04:02:31.520,1511949876076
Kun  Ming,22222,deposit ,2017-11-29 04:02:31.528,1511949876076
Gui  Ling,11111,inquiry ,2017-11-29 04:02:31.536,1511949876076
Nan  Jing,00000,deposit ,2017-11-29 04:02:31.545,1511949876076
Shang Hai,33333,deposit ,2017-11-29 04:02:31.553,1511949876076
Hang Zhou,22222,inquiry ,2017-11-29 04:02:31.564,1511949876076
Kun  Ming,11111,deposit ,2017-11-29 04:02:31.572,1511949876076
Gui  Ling,00000,withdraw,2017-11-29 04:02:31.581,1511949876076
Nan  Jing,33333,inquiry ,2017-11-29 04:02:31.593,1511949876076
Shang Hai,22222,deposit ,2017-11-29 04:02:31.601,1511949876076
Hang Zhou,11111,deposit ,2017-11-29 04:02:31.608,1511949876076
Kun  Ming,00000,inquiry ,2017-11-29 04:02:31.616,1511949876076
Gui  Ling,33333,deposit ,2017-11-29 04:02:31.623,1511949876076
Nan  Jing,22222,deposit ,2017-11-29 04:02:31.631,1511949876077
Shang Hai,11111,inquiry ,2017-11-29 04:02:31.639,1511949876077
Hang Zhou,00000,deposit ,2017-11-29 04:02:31.647,1511949876077
Kun  Ming,33333,deposit ,2017-11-29 04:02:31.656,1511949876077
Gui  Ling,22222,inquiry ,2017-11-29 04:02:31.663,1511949876077
Nan  Jing,11111,deposit ,2017-11-29 04:02:31.671,1511949876077
Shang Hai,00000,deposit ,2017-11-29 04:02:31.679,1511949876077
Hang Zhou,33333,inquiry ,2017-11-29 04:02:31.687,1511949876077
Kun  Ming,22222,deposit ,2017-11-29 04:02:31.695,1511949876077
Gui  Ling,11111,deposit ,2017-11-29 04:02:31.702,1511949876077
Nan  Jing,00000,inquiry ,2017-11-29 04:02:31.708,1511949876077
Shang Hai,33333,withdraw,2017-11-29 04:02:31.715,1511949876077
Hang Zhou,22222,deposit ,2017-11-29 04:02:31.722,1511949876077
Kun  Ming,11111,inquiry ,2017-11-29 04:02:31.729,1511949876077
Gui  Ling,00000,deposit ,2017-11-29 04:02:31.739,1511949876078
Nan  Jing,33333,deposit ,2017-11-29 04:02:31.746,1511949876078
Shang Hai,22222,inquiry ,2017-11-29 04:02:31.754,1511949876078
Hang Zhou,11111,deposit ,2017-11-29 04:02:31.762,1511949876078
Kun  Ming,00000,deposit ,2017-11-29 04:02:31.770,1511949876078
Gui  Ling,33333,inquiry ,2017-11-29 04:02:31.778,1511949876078
Nan  Jing,22222,deposit ,2017-11-29 04:02:31.786,1511949876078
Shang Hai,11111,deposit ,2017-11-29 04:02:31.794,1511949876078
Hang Zhou,00000,inquiry ,2017-11-29 04:02:31.800,1511949876078
Kun  Ming,33333,deposit ,2017-11-29 04:02:31.808,1511949876078
Gui  Ling,22222,deposit ,2017-11-29 04:02:31.815,1511949876078
Nan  Jing,11111,inquiry ,2017-11-29 04:02:31.822,1511949876078
Shang Hai,00000,deposit ,2017-11-29 04:02:31.829,1511949876079
Hang Zhou,33333,deposit ,2017-11-29 04:02:31.837,1511949876079
Kun  Ming,22222,inquiry ,2017-11-29 04:02:31.845,1511949876079
Gui  Ling,11111,deposit ,2017-11-29 04:02:31.852,1511949876079
Nan  Jing,00000,deposit ,2017-11-29 04:02:31.859,1511949876079
Shang Hai,33333,inquiry ,2017-11-29 04:02:31.866,1511949876079
Hang Zhou,22222,deposit ,2017-11-29 04:02:31.874,1511949876079
Kun  Ming,11111,deposit ,2017-11-29 04:02:31.884,1511949876079
Gui  Ling,00000,inquiry ,2017-11-29 04:02:31.892,1511949876079
Nan  Jing,33333,withdraw,2017-11-29 04:02:31.900,1511949876079
Shang Hai,22222,deposit ,2017-11-29 04:02:31.906,1511949876079
Hang Zhou,11111,inquiry ,2017-11-29 04:02:31.913,1511949876079
Kun  Ming,00000,deposit ,2017-11-29 04:02:31.921,1511949876079
Gui  Ling,33333,deposit ,2017-11-29 04:02:31.928,1511949876079
Nan  Jing,22222,inquiry ,2017-11-29 04:02:31.935,1511949876079
Shang Hai,11111,deposit ,2017-11-29 04:02:31.942,1511949876080
Hang Zhou,00000,deposit ,2017-11-29 04:02:31.949,1511949876080
Kun  Ming,33333,inquiry ,2017-11-29 04:02:31.957,1511949876080
Gui  Ling,22222,deposit ,2017-11-29 04:02:31.964,1511949876080
Nan  Jing,11111,deposit ,2017-11-29 04:02:31.971,1511949876080
Shang Hai,00000,inquiry ,2017-11-29 04:02:31.978,1511949876080
Hang Zhou,33333,deposit ,2017-11-29 04:02:31.986,1511949876080
Kun  Ming,22222,deposit ,2017-11-29 04:02:31.993,1511949876080
Gui  Ling,11111,inquiry ,2017-11-29 04:02:32.00,1511949876080
Nan  Jing,00000,deposit ,2017-11-29 04:02:32.09,1511949876080
Shang Hai,33333,deposit ,2017-11-29 04:02:32.17,1511949876080
Hang Zhou,22222,inquiry ,2017-11-29 04:02:32.24,1511949876080
Kun  Ming,11111,deposit ,2017-11-29 04:02:32.31,1511949876080
Gui  Ling,00000,deposit ,2017-11-29 04:02:32.38,1511949876080
Nan  Jing,33333,inquiry ,2017-11-29 04:02:32.46,1511949876081
Shang Hai,22222,deposit ,2017-11-29 04:02:32.53,1511949876081
Hang Zhou,11111,deposit ,2017-11-29 04:02:32.61,1511949876081
Kun  Ming,00000,inquiry ,2017-11-29 04:02:32.69,1511949876081
Gui  Ling,33333,deposit ,2017-11-29 04:02:32.76,1511949876081
Nan  Jing,22222,deposit ,2017-11-29 04:02:32.85,1511949876081
Shang Hai,11111,inquiry ,2017-11-29 04:02:32.92,1511949876081
Hang Zhou,00000,deposit ,2017-11-29 04:02:32.99,1511949876081
Kun  Ming,33333,deposit ,2017-11-29 04:02:32.106,1511949876081
Gui  Ling,22222,inquiry ,2017-11-29 04:02:32.113,1511949876081
Nan  Jing,11111,deposit ,2017-11-29 04:02:32.121,1511949876081
Shang Hai,00000,deposit ,2017-11-29 04:02:32.130,1511949876081
Hang Zhou,33333,inquiry ,2017-11-29 04:02:32.138,1511949876081
Kun  Ming,22222,deposit ,2017-11-29 04:02:32.146,1511949876082
Nan  Jing,22222,inquiry ,2017-11-29 04:02:32.395,1511949876082
Shang Hai,11111,inquiry ,2017-11-29 04:02:11.848,1511949876534
Shang Hai,33333,inquiry ,2017-11-29 04:02:30.486,1511949876610
Hang Zhou,22222,deposit ,2017-11-29 04:02:31.351,1511949876610
Kun  Ming,11111,deposit ,2017-11-29 04:02:31.362,1511949876610
Gui  Ling,00000,inquiry ,2017-11-29 04:02:31.375,1511949876610
Nan  Jing,33333,deposit ,2017-11-29 04:02:31.394,1511949876610
Shang Hai,22222,deposit ,2017-11-29 04:02:31.409,1511949876610
Hang Zhou,11111,inquiry ,2017-11-29 04:02:31.418,1511949876610
Kun  Ming,00000,deposit ,2017-11-29 04:02:31.427,1511949876611
Gui  Ling,33333,deposit ,2017-11-29 04:02:31.436,1511949876611
Nan  Jing,22222,inquiry ,2017-11-29 04:02:31.444,1511949876611
Shang Hai,11111,deposit ,2017-11-29 04:02:31.452,1511949876611
Hang Zhou,00000,withdraw,2017-11-29 04:02:31.460,1511949876611
Kun  Ming,33333,inquiry ,2017-11-29 04:02:31.472,1511949876611
Gui  Ling,22222,deposit ,2017-11-29 04:02:31.486,1511949876611
Nan  Jing,11111,deposit ,2017-11-29 04:02:31.497,1511949876611
Shang Hai,00000,inquiry ,2017-11-29 04:02:31.506,1511949876611
Hang Zhou,33333,deposit ,2017-11-29 04:02:31.520,1511949876611
Kun  Ming,22222,deposit ,2017-11-29 04:02:31.528,1511949876611
Gui  Ling,11111,inquiry ,2017-11-29 04:02:31.536,1511949876611
Nan  Jing,00000,deposit ,2017-11-29 04:02:31.545,1511949876611
Shang Hai,33333,deposit ,2017-11-29 04:02:31.553,1511949876612
Hang Zhou,22222,inquiry ,2017-11-29 04:02:31.564,1511949876612
Kun  Ming,11111,deposit ,2017-11-29 04:02:31.572,1511949876612
Gui  Ling,00000,withdraw,2017-11-29 04:02:31.581,1511949876612
Nan  Jing,33333,inquiry ,2017-11-29 04:02:31.593,1511949876612
Shang Hai,22222,deposit ,2017-11-29 04:02:31.601,1511949876612
Hang Zhou,11111,deposit ,2017-11-29 04:02:31.608,1511949876612
Kun  Ming,00000,inquiry ,2017-11-29 04:02:31.616,1511949876612
Gui  Ling,33333,deposit ,2017-11-29 04:02:31.623,1511949876612
Nan  Jing,22222,deposit ,2017-11-29 04:02:31.631,1511949876612
Shang Hai,11111,inquiry ,2017-11-29 04:02:31.639,1511949876612
Hang Zhou,00000,deposit ,2017-11-29 04:02:31.647,1511949876612
Kun  Ming,33333,deposit ,2017-11-29 04:02:31.656,1511949876612
Gui  Ling,22222,inquiry ,2017-11-29 04:02:31.663,1511949876612
Nan  Jing,11111,deposit ,2017-11-29 04:02:31.671,1511949876613
Shang Hai,00000,deposit ,2017-11-29 04:02:31.679,1511949876613
Hang Zhou,33333,inquiry ,2017-11-29 04:02:31.687,1511949876613
Kun  Ming,22222,deposit ,2017-11-29 04:02:31.695,1511949876613
Gui  Ling,11111,deposit ,2017-11-29 04:02:31.702,1511949876613
Nan  Jing,00000,inquiry ,2017-11-29 04:02:31.708,1511949876613
Shang Hai,33333,withdraw,2017-11-29 04:02:31.715,1511949876613
Hang Zhou,22222,deposit ,2017-11-29 04:02:31.722,1511949876613
Kun  Ming,11111,inquiry ,2017-11-29 04:02:31.729,1511949876613
Gui  Ling,00000,deposit ,2017-11-29 04:02:31.739,1511949876613
Nan  Jing,33333,deposit ,2017-11-29 04:02:31.746,1511949876613
Shang Hai,22222,inquiry ,2017-11-29 04:02:31.754,1511949876613
Hang Zhou,11111,deposit ,2017-11-29 04:02:31.762,1511949876613
Kun  Ming,00000,deposit ,2017-11-29 04:02:31.770,1511949876613
Gui  Ling,33333,inquiry ,2017-11-29 04:02:31.778,1511949876614
Nan  Jing,22222,deposit ,2017-11-29 04:02:31.786,1511949876614
Shang Hai,11111,deposit ,2017-11-29 04:02:31.794,1511949876614
Hang Zhou,00000,inquiry ,2017-11-29 04:02:31.800,1511949876614
Kun  Ming,33333,deposit ,2017-11-29 04:02:31.808,1511949876614
Gui  Ling,22222,deposit ,2017-11-29 04:02:31.815,1511949876614
Nan  Jing,11111,inquiry ,2017-11-29 04:02:31.822,1511949876614
Shang Hai,00000,deposit ,2017-11-29 04:02:31.829,1511949876614
Hang Zhou,33333,deposit ,2017-11-29 04:02:31.837,1511949876614
Kun  Ming,22222,inquiry ,2017-11-29 04:02:31.845,1511949876614
Gui  Ling,11111,deposit ,2017-11-29 04:02:31.852,1511949876614
Nan  Jing,00000,deposit ,2017-11-29 04:02:31.859,1511949876614
Shang Hai,33333,inquiry ,2017-11-29 04:02:31.866,1511949876614
Hang Zhou,22222,deposit ,2017-11-29 04:02:31.874,1511949876614
Kun  Ming,11111,deposit ,2017-11-29 04:02:31.884,1511949876615
Gui  Ling,00000,inquiry ,2017-11-29 04:02:31.892,1511949876615
Nan  Jing,33333,withdraw,2017-11-29 04:02:31.900,1511949876615
Shang Hai,22222,deposit ,2017-11-29 04:02:31.906,1511949876615
Hang Zhou,11111,inquiry ,2017-11-29 04:02:31.913,1511949876615
Kun  Ming,00000,deposit ,2017-11-29 04:02:31.921,1511949876615
Gui  Ling,33333,deposit ,2017-11-29 04:02:31.928,1511949876615
Nan  Jing,22222,inquiry ,2017-11-29 04:02:31.935,1511949876615
Shang Hai,11111,deposit ,2017-11-29 04:02:31.942,1511949876615
Hang Zhou,00000,deposit ,2017-11-29 04:02:31.949,1511949876615
Kun  Ming,33333,inquiry ,2017-11-29 04:02:31.957,1511949876615
Gui  Ling,22222,deposit ,2017-11-29 04:02:31.964,1511949876615
Nan  Jing,11111,deposit ,2017-11-29 04:02:31.971,1511949876615
Shang Hai,00000,inquiry ,2017-11-29 04:02:31.978,1511949876615
Hang Zhou,33333,deposit ,2017-11-29 04:02:31.986,1511949876616
Kun  Ming,22222,deposit ,2017-11-29 04:02:31.993,1511949876616
Gui  Ling,11111,inquiry ,2017-11-29 04:02:32.00,1511949876616
Nan  Jing,00000,deposit ,2017-11-29 04:02:32.09,1511949876616
Shang Hai,33333,deposit ,2017-11-29 04:02:32.17,1511949876616
Hang Zhou,22222,inquiry ,2017-11-29 04:02:32.24,1511949876616
Kun  Ming,11111,deposit ,2017-11-29 04:02:32.31,1511949876616
Gui  Ling,00000,deposit ,2017-11-29 04:02:32.38,1511949876616
Nan  Jing,33333,inquiry ,2017-11-29 04:02:32.46,1511949876616
Shang Hai,22222,deposit ,2017-11-29 04:02:32.53,1511949876616
Hang Zhou,11111,deposit ,2017-11-29 04:02:32.61,1511949876616
Kun  Ming,00000,inquiry ,2017-11-29 04:02:32.69,1511949876616
Gui  Ling,33333,deposit ,2017-11-29 04:02:32.76,1511949876616
Nan  Jing,22222,deposit ,2017-11-29 04:02:32.85,1511949876616
Shang Hai,11111,inquiry ,2017-11-29 04:02:32.92,1511949876616
Hang Zhou,00000,deposit ,2017-11-29 04:02:32.99,1511949876617
Kun  Ming,33333,deposit ,2017-11-29 04:02:32.106,1511949876617
Gui  Ling,22222,inquiry ,2017-11-29 04:02:32.113,1511949876617
Nan  Jing,11111,deposit ,2017-11-29 04:02:32.121,1511949876617
Shang Hai,00000,deposit ,2017-11-29 04:02:32.130,1511949876617
Hang Zhou,33333,inquiry ,2017-11-29 04:02:32.138,1511949876617
Kun  Ming,22222,deposit ,2017-11-29 04:02:32.146,1511949876617
Nan  Jing,22222,inquiry ,2017-11-29 04:02:32.395,1511949876617
